"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.PRIV.ZS","Inscription à l’école, primaire, privée (% du total d’élèves au primaire)","Pourcentage de scolarisation dans le privé. Primaire correspond à la scolarisation dans les écoles primaires privées exprimée en tant que pourcentage du total de la scolarisation dans les écoles primaires (publiques et privées). « Privé » se réfère à tous les établissements d'enseignement qui ne sont pas sous le contrôle des autorités publiques, qu'ils reçoivent ou non une aide financière gouvernementale. Un pourcentage élevé indique une forte implication du secteur non gouvernemental (notamment les communions religieuses, ou d'autres organisations, associations, communautés, entreprises privées ou personnes) en fournissant des programmes organisés d'éducation.","Institut de statistique de l'UNESCO",
"SE.PRM.NINT.ZS","Taux d’inscription net en CP (% de la population officielle en âge d’aller à l’école)","Taux net d’admission. Primaire. Total correspond au total des nouveaux élèves entrant en première année du primaire qui sont en âge d'entrer au primaire officiel et exprimé en pourcentage de la population du même âge.","Institut de statistique de l'UNESCO",
"SE.PRM.NENR.FE","Inscriptions à l’école, primaire, filles (% net)","Le taux d'inscription net est le ratio d'enfants en âge d'aller à l'école selon la Classification internationale type de l'éducation de 1997 qui sont inscrits à l'école par rapport à la population d'âge correspondante. L'éducation primaire offre aux enfants des compétences de base en lecture, en écriture et en mathématiques ainsi qu'une compréhension élémentaire de sujets tels que l'histoire, la géographique, les sciences naturelles, les sciences sociales, les arts et la musique.","Source : Institut des statistiques de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"SE.PRM.GINT.FE.ZS","Taux d’inscription brut au CP, filles (% du groupe d’âge pertinent)","Taux bruts d'admission. Primaire. Filles correspond au total des nouvelles élèves féminines entrant au primaire, quel que soit l'âge et exprimé en pourcentage de la population totale des élèves féminines de la tranche d'âge d'entrée au primaire officiel. Ce rapport peut dépasser 100 % en raison d'enfants surâgés et sous-âgés à la suite d'une scolarisation au primaire tardive ou précoce et/ou de redoublements.  ","Institut de statistique de l'UNESCO",
"SE.PRM.ENRL.TC.ZS","Ratio élève-enseignant au primaire","Rapport élèves-enseignants. Primaire correspond au nombre d'élèves inscrits en établissements primaires divisé par le nombre d’enseignants des établissements primaires.","Institut de statistique de l'UNESCO",
"SE.PRM.CUAT.ZS","Niveau d’éducation, achèvement du cycle primaire au minimum, population de 25 ans et plus (%)","The percentage of population ages 25 and over that attained or completed primary education.","Institut de statistique de l'Organisation des Nations Unies pour l'éducation, la science et la culture (UNESCO).",
"EN.ATM.CO2E.GF.KT","Émissions de CO2 attribuables à la consommation de combustibles gazeux (kt)  ","Les émissions de dioxyde de carbone attribuables à la consommation de combustibles liquides désignent principalement les émissions dues à l’utilisation du gaz naturel comme source d’énergie.","Centre d'analyse des informations relatives au dioxyde de carbone, division des sciences de l'environnement, Oak Ridge National Laboratory, Tennessee, États-Unis.",
"EG.USE.CRNW.ZS","Combustibles renouvelables et déchets (% de l’énergie total)","Les combustibles renouvelables et les déchets comprennent la biomasse solide, la biomasse liquide, le biogaz, les déchets industriels et les déchets ménagers et sont mesurés en tant que pourcentage de l'utilisation totale d'énergie.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp).",
"EG.IMP.CONS.ZS","Importations d’énergie, nettes (% de l’utilisation d’énergie)","Les importations nettes d'énergie sont estimées comme étant l'utilisation d'énergie moins la production, toutes deux mesurées en équivalent pétrole. Une valeur négative indique que le pays est un exportateur net. L'utilisation d'énergie désigne l'énergie primaire avant transformation en des combustibles pour utilisation finale, ce qui équivaut à la production indigène plus les importations et variations du stock moins les exportations et les combustibles pour les bateaux et avions servant au transport international.","Agence internationale de l'énergie (Statistiques AIE© OCDE/AIE, http://www.iea.org/stats/index.asp) et annuaire statistique sur l'énergie de l'ONU.",
"EG.ELC.RNWX.ZS","Production d’électricité à partir de sources d’énergie renouvelables, hors énergie hydroélectrique (% du total)","Electricity production from renewable sources, excluding hydroelectric, includes geothermal, solar, tides, wind, biomass, and biofuels..","Statistiques de l’AIE © OCDE/AIE 2014 (http://www.iea.org/stats/index.asp). Conditions d’utilisation : https://www.iea.org/t&c/termsandconditions/",
"EG.ELC.NUCL.ZS","Production d’électricité à partir de sources nucléaires (% du total)","Les sources d'électricité font référence aux entrées utilisées pour générer le l'électricité. L'électricité nucléaire fait référence à l'électricité produite par des centrales nucléaires.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp), statistiques et ressources en énergie des pays hors OCDE, statistiques de l'énergie des pays de l'OCDE, et ressources en énergie des pays de l'OCDE.",
"EG.ELC.FOSL.ZS","Production d'électricité à partir des sources en pétrole, gaz et charbon (% du total)","Les sources d'électricité font référence aux entrées utilisées pour générer le l'électricité. Le pétrole fait référence au pétrole brut et aux produits du pétrole. Le gaz désigne le gaz naturel à l'exclusion des liquides du gaz naturel. Le charbon désigne tous les charbons et houilles brunes de type primaire (notamment le charbon dur et le lignite) et les combustibles dérivés (notamment l'aggloméré de charbon, le coke pour four, le gaz de four à coke, le gaz de cokerie et le gaz de haut fourneau). La tourbe est également incluse dans cette catégorie.","Agence internationale de l'énergie (statistiques de l'AIE © OCDE/AIE, http://www.iea.org/stats/index.asp), statistiques et ressources en énergie des pays hors OCDE, statistiques de l'énergie des pays de l'OCDE, et ressources en énergie des pays de l'OCDE.",
"EG.ELC.ACCS.RU.ZS","Accès à l’électricité, zones rurales (% de la population rurale)","","Banque mondiale, base de données Sustainable Energy for All (SE4ALL) dérivée du SE4ALL Global Tracking Framework (Banque mondiale, Agence internationale de l’énergie et Programme d’assistance à la gestion du secteur énergétique [ESMAP]).",
"EG.CFT.ACCS.RU.ZS","","","",
"DT.TDS.DPPG.GN.ZS","Service de la dette publique et garantie par l’État (% du RNB)","Le service de la dette publique et garantie par l'État est la somme des remboursements de capital et des intérêts réellement payés en devises, biens et services étrangers sur des obligations à long terme des créanciers publics et sur les obligations à long terme de créanciers privés qui sont garanties par une entité publique.","Banque mondiale, Global Development Finance.",
"DT.TDS.DECT.GN.ZS","Total de dette extérieure (% du RNB)","Le total du service de la dette est la somme des remboursements de capital et des intérêts réellement payés en devises étrangères, en biens ou en services sur la dette à long terme, les intérêts payés sur la dette à court terme et les remboursements (rachats et frais) payés au FMI.","Banque mondiale, Global Development Finance.",
